Restaurant,Reviewer,Review,Rating,Time,Super-Score
Over The Moon Brew Company,Siddharth More,place never missed surprise comes service star small would like add stars special thanks kundan amazing service lite best hyderabad food awesome must try veg spring roll thanks service kundan,5.0,2019-05-08 22:19:00,6.91
Over The Moon Brew Company,Lohith Nalla,awesome restaurant responsive people food tastes great personally peri peri chicken fry liked dish restaurant,5.0,2019-05-08 21:38:00,6.09
Over The Moon Brew Company,Jessu Dileep,good place food drinks good ambiance speaclly would like thank karunakar helped us service thankful guys pls visit otm gachibowli,5.0,2019-05-07 22:21:00,6.29
Over The Moon Brew Company,Rohan Raizada,otm couple times amazing place good food drinks server mr karunakar helpful patient nice server,5.0,2019-05-06 23:24:00,5.95
Over The Moon Brew Company,SAI KIRAN,food ambience nice chiken chettinadu chicken pulao toooo good beer vodka appreciate kamal quick sevice,5.0,2019-05-06 23:21:00,6.02
Over The Moon Brew Company,Karunakar Boppana,otmbc basing friends suggestion keep reminded stags r allowed ground floor may weekends disappointing made minds get onto first floor gracious ambience nice music courteous staff multiple options try brewery food ok recommended place hangouts friends,3.0,2019-05-06 09:56:00,5.5
Over The Moon Brew Company,Vibhor Dhote,one classier places party hyderabad great music usually fridays saturdays party fever high sundays though bit mild relatively food good drinks even better go good time friends,4.0,2019-05-05 22:39:00,5.75
Over The Moon Brew Company,Jayaram K,great finger food drinks extremely friendly attentive staff main course options bit limited vegetarians whatever available good personal favorite infused drinks micro brewery quite kids friendly,5.0,2019-05-04 23:21:00,6.9399999999999995
Over The Moon Brew Company,Dhriti Patnaik,firstly seeating space less music garden seating really bad items food menu good mood dampened extremely bad service place spend time chill,2.0,2019-05-04 19:24:00,3.3899999999999997
Over The Moon Brew Company,Samuel Kampa,times cool place hang frns family beer battered fish jus awesome st visit months back got couple lemonade complimentary overall star experience,5.0,2019-05-04 17:03:00,6.43
Over The Moon Brew Company,Archana Sinha,absolutely loved food ambience special thanks keshav wonderful service try signature vegetarian starters,5.0,2019-05-04 14:11:00,6.04
Over The Moon Brew Company,Bublygrl Bindu,overthemoon extremely lively place great music tasty food ambience quiet spacious wide range brewed beers beginning disappointed services made top services decent place hangout friends quality time rating,4.0,2019-05-04 11:57:00,6.04
Over The Moon Brew Company,Akash Ramteke,extreme lively place great music great food disappointed beginning service made top service later pizza good brewed beer,5.0,2019-05-04 08:47:00,6.2
Over The Moon Brew Company,Ankit Shrivastava,located gachibowli place perfect place unwind weekend loved ambience outside inside staff courteous prompt serve good variety draught beer must try recommended,5.0,2019-05-03 22:25:00,6.59
Over The Moon Brew Company,Harshwardhan,place decently crowded thursday evening ambience nice perfect music added life whole setup coming menu good amount beer options choose ordered apple cider beer amazing food options ordered three cheese mushroom california chicken pizza items good great experience also would like give shout keshav prompt service,5.0,2019-05-03 10:42:00,8.120000000000001
Over The Moon Brew Company,Ashish Prabhakar,ah otm say beauty spot cold beer otm make best times ditch usual choices try house specialities regret bringing microbrewery culture hyderabad place must anybody looking chill beer eat time plus games head let hair little would recommend place p try apple cider beer blow beers water,5.0,2019-05-03 08:31:00,7.83
Over The Moon Brew Company,Rahul Khatri,restaurant ambience nice food tasty cost reasonable staff polite offer different varieties beer tastes amazing,4.0,2019-05-02 17:14:00,5.1
Over The Moon Brew Company,Pragnya Molahalli Dinesh,first time food beer great ordered white high pitcher mutton kheema kothu parotta basil chicken tikka three cheese mushroom beer hint citrus subtle sweet taste kothu parotta melt mouth delicious chicken cooked perfectly mushroom crisp served crunchy element table incharge keshav ensured orders time pleasant experience kudos highly recommend place food beer ambience,5.0,2019-05-02 04:49:00,8.67
Over The Moon Brew Company,SHITIJ RAJ,superb place awesome place awesome drinks foods management stuff courteous good customer service know drinks food order amount customisation place offers nirjan server absolutely amazing overall star place dates friend gathering reunions lot,5.0,2019-05-01 23:01:00,7.41
Over The Moon Brew Company,Sandhya Pradhan,loved food ambience staff courteous would like recommend steward makhan extremely helpful courteous ordered devil cocktail found taste little confused probably work cocktail taste husband ordered beer sampler glass stout beer later enjoyed complaints beer keep good job going,4.0,2019-05-01 22:06:00,6.75
Over The Moon Brew Company,Seshagiri Rao,place hang friends soothing music great service loved completely variety beers munchies goes great beer,5.0,2019-05-01 10:59:00,6.03
Over The Moon Brew Company,Pravalika0203,superb service awesome food nice place friends family good ambience lovely music friendly staff creamy mushroom good,5.0,2019-05-01 07:51:00,6.16
Over The Moon Brew Company,Ashish Bisht,place become friday evening mainstay hyderabad food awesome brewed beer must usually apple cider along burmese parcel absolutely amazing service also really good,5.0,2019-04-30 23:06:00,6.61
Over The Moon Brew Company,Sadiya,decent place went saturday night disappointed restaurants allowing kid one let us ordered veg platters truck load filling eat anything also ordered apple cider beer white high beer decent enough also wanted try moonlit one sad know available service best things said mr sarveshwar quick requests made great suggestions give sole reason review rating instead thing lil lull experience stopped music midway dropped moods spirits lil wish restaurant going till end ambience food price service,4.0,2019-04-30 22:54:00,8.89
Over The Moon Brew Company,Krishna Marakkagari,nice place food outstanding service good american ale good vietnamese rice bowl boti kebab tastes authentic niranjan service nice,5.0,2019-04-30 15:19:00,6.29
Over The Moon Brew Company,Phani Dileep,actually struggled place drinks good buffet last totally classy atmosphere buffet area good vibes first floor brewery one best little costly caution stag majority times allow u ground floor evenings kind sucks though finally value money date team else little expensive,4.0,2019-04-30 00:49:00,6.68
Over The Moon Brew Company,Prateek Singhal,customer service bad ordered lobster served us prawns lobster shells lot argument chef accepted yes add prawns per lo aster meat also everyone waiter manager telling different things,1.0,2019-04-30 00:24:00,2.8200000000000003
Over The Moon Brew Company,Shubham Sharma,awesome experience staff specially kundan really kind attentive beer really nice thanks great experience,5.0,2019-04-29 22:25:00,6.04
Over The Moon Brew Company,Anshul,good place hangout friends good ambiance good food great music alsp good outdoor seating staff well polite kundan served us well professional,5.0,2019-04-29 22:24:00,6.41
Over The Moon Brew Company,Anshul Toshniwal,awesome place hang kundan provided great service must visit try food especially chana dal poori soothing music nice ambience,5.0,2019-04-29 22:23:00,6.24
Over The Moon Brew Company,Ikhita Singh Samanta,went friends apple cider beer must try starters cheese layer mushroom burmese wrap also must try starters pizza good crust could little crunchy pasta ok ambience nice dj play latest songs floor filled people waiter sarvesh courteous,4.0,2019-04-29 00:22:00,6.32
Over The Moon Brew Company,Japneet Singh,ask makhan visit great service good beer fermentation smell get people uneasy beer lovers surely appreciate,4.0,2019-04-28 15:03:00,5.07
Over The Moon Brew Company,Raja Atreya,lit ambience loud music great beer apple cider probably best town service little slow coz large croud perfect outing friends weekends,4.0,2019-04-28 13:56:00,5.33
Over The Moon Brew Company,Devina Mohan,ambience place amazing good music three types seating arrangements inside lobby open space options good book place advance avoid hassle place remains crowded specially weekends hospitality place also good serve food nicely even though place crowded made sure ask experience customers apple cidar one best brewed beer ever tasted alcohol content appropriate bitter must try place froscher another good brewed beer veg dimsums great taste stuffing spinach corn cheese served three different kinds dips one dip spicy one taste honey last one green chilli dipped white vinegar chur chur paneer bhurji onion rings palad perfect combination north indian food lovers though naan chur chur plain naan paneer bhurji cooked well brings taste north india best starter burmese parcel sweet chilli sauce extremely good taste hyderabad highly recommend visit place,4.0,2019-04-28 10:43:00,12.5
Over The Moon Brew Company,Alekhyaprasanna Reddy,parthu awesome towards guests gave service looking thank warm service beyond excepted,5.0,2019-04-27 23:56:00,5.85
Over The Moon Brew Company,Chinmay Das,nice place hangout friends live music enjoy brewery drinks waiters friendly approachable cheers,4.0,2019-04-27 20:50:00,4.95
Over The Moon Brew Company,Vipin K,one favourite breweries visit hyderabad great music ambience ask keshav super attentive ensure best time,5.0,2019-04-27 20:10:00,6.04
Over The Moon Brew Company,Josh Ghosh,otm food awesome lager awesome ambience awesome frequent prost place par prost guys one area improve staffing upskill menu asked suggest best risotto quoted sab hai like kichdi hope look add cheese cake dessert menu proper one,4.0,2019-04-27 16:49:00,6.26
Over The Moon Brew Company,Umakanth Reddy,fan brewery u visit place tasted three beers taste good food nice ordered chicken tandoori fish style murgh everything perfect serving also fast zomato gold additional bonus felt allow stags weekends upstairs least entry fee rest everything perfect,4.0,2019-04-27 15:30:00,6.48
Over The Moon Brew Company,Raghav Goud,awesome experience courteous treatment deepak great hospitality manager team great place spend leisure time thank otm guests,5.0,2019-04-26 20:16:00,6.24
Over The Moon Brew Company,Ramesh G,awesome service food drinks especially lunch concept pretty cool love keshav service hospitality try lager beer,5.0,2019-04-26 13:09:00,6.11
Over The Moon Brew Company,Dr.vamsikiran,place ambience good sour point waiter kundan told us change places soon seated maybe accommodate regular guests tip well zomato gold membership showed instead taking photo started surfing phone objected denied checking phone though food place good waiter spoiled mood creepy attitude cost two stars,3.0,2019-04-26 12:29:00,5.98
Over The Moon Brew Company,Sai,nice brew hang serving us really fast thank partho next highway negative stand limited choice vegetarians non vegetarian really good,4.0,2019-04-25 23:43:00,5.32
Over The Moon Brew Company,Krishna Bhavanasi,excellent food service niranjan karunakaran made day nice tender chicken german wheat beer uttar wonderful place hangout,5.0,2019-04-25 20:28:00,6.2
Over The Moon Brew Company,Alka Ranjan,place awesome ambience great food beer best best part service especially niranjan guy kind polite,5.0,2019-04-25 18:45:00,5.97
Over The Moon Brew Company,Shubham Rajak,went catch friend near orr entrance right beside main road interior well done brewing machine display centre attraction people visiting seating plush comfortable choice food aplenty service prompt homely preparation plating everything perfect liked lemon soda weird taste good,3.0,2019-04-25 17:46:00,5.76
Over The Moon Brew Company,Anupam Acharya,moon brewery get lot beer try tried apple cider stout two others think one called moonlit pretty good food superb well burmese parcel nachos french fries prawns chicken kebabs chicken poppers mutton kebabs place jas good music later night people dance overall amazing experience hyderabad seemed cover everything,5.0,2019-04-25 11:59:00,8.120000000000001
Over The Moon Brew Company,Arpit Singh,makhan provided really good service must place go must try belgian beer stout chicken platter good fries platter good go vegetarian,5.0,2019-04-24 23:34:00,6.3100000000000005
The Fisherman's Wharf,Himanshuwadhwa11,one best restaurants visited till date hyd amazing ambience delicious food extremely courteous staff pro making different delicacies try make sure customer walks satisfied must visit restaurant amazing north indian food specially dal makhni paneer butter masala desserts also amazing complete value money,5.0,2019-05-25 17:56:00,8.04
The Fisherman's Wharf,Jasmin,special occasions call unique celebrations accompanied fantastic fare dinner last night fisherman wharf one memorable experience spread across acre multiple dining sections carved around garden courtyard transports coast choose sit one mangalore tiled pavilions mist fans earthy furniture coming food started masala fried prawns marinated toddy vinegar accompanied soft paos prawns hint tanginess one best recent times chicken xacuti boneless chicken pieces wrapped robust spices scrumptious went well tandoori roti pao goan style coconut base fish curry came along rice enjoyable exemplar sweet ending classic bebinca along vanilla ice cream complete meal setting food moreover gracious service made top notch experience us redemption zomato gold offering paid three adults one child,5.0,2019-05-22 16:55:00,12.84
The Fisherman's Wharf,Arunraj R,undoubtedly best restaurant gachibowli get fresh fish masala love sure sit roof top enjoy nicenbreezy air feel goa,5.0,2019-05-21 23:09:00,6.14
The Fisherman's Wharf,Ruby Mathews,lover seafood goa vibes charm place definetly must try good weekend option lazy lunch huge variety sea food cuisine live counters live music bar section lots activities kids ofcourse elders vibes place make fall love ps choose outdoor seating lively atmosphere ofcourse weather hyderabad mind depending season,4.0,2019-05-21 13:18:00,7.09
The Fisherman's Wharf,Mula Renuka,place huge rustic gives real goa vibe sure would get amazing non veg sea food good veg options well five six visits place covered entire vegetarian menu mouth watering delicious also live music friday,4.0,2019-05-20 20:53:00,6.0
The Fisherman's Wharf,Arpa Ghosh,sunday evening wife got serious cravings sea food first name came find fisherman wharf last trip goa opportunity visit outlet near mobor beach south goa say awesome food experience blown away ambiance although opened outlet hyderabad quite sometime somehow yet visit sunday th may time redemption visited place around pm evening watching sheer numbers cars parked could figure full house ambiance reservation table courteously greeted taken inside indoor seat panjim restaurant would loved outdoor upper deck seats unfortunately reserved starting decors live music lighting well could say place lively ambiance may good south goa outlet lagging far either ratings service seated indoors panjim restaurant himanshu charge table polite courteous efficient prompt taking order us food came literally time top notch ratings food ta da comes big deal wife prawn curry rice fish chips prawn curry thick gravy prepared coconut milk goan spices tasted yum served steamed rice fish chips fillet well size fillets really generous tasted really well served tarter dip really impressed food get coastal flavors hyderabad pure bliss ratings value money hmm important point food served worth price absolutely yes bill around thousand bucks amazing dinner complaining ratings lets calculate rating ambiance service food vfm final thoughts love live music goan shack kinda experience good sea food must visit probably one best place chill hyderabad,4.0,2019-05-20 10:28:00,18.32
The Fisherman's Wharf,Pratiksha Sable,visited place month ago accommodating month old baby us led us walk asap relatively low customer service us complaints food tried fish chips prawn curry rice last week decent,2.0,2019-05-20 10:22:00,3.74
The Fisherman's Wharf,Deepak Raj,one best fine dining restaurant hyderabad superb ambiance great service personally loved place way treat tried spring roll tempura squid drums heaven fish nam prik pao fish tasted awesome overall starters great disappointed coming main course tried mixed veg pulao dak bungalow chicken pulao could better one problem need pay raita gravy go pulao overall one enjoy ambiance food better reservation weekends ambiance taste quality quantity service presentation,4.0,2019-05-18 19:14:00,8.59
The Fisherman's Wharf,Tanvi Garg,food great surprisingly even veg food good ordered variety veg non veg starters food simply awesome staff coordial live music goa feel adds lot fun believe photographs talks amazing ambience offer,5.0,2019-05-18 15:34:00,6.96
The Fisherman's Wharf,Upasana Motani,great ambiance theme goa say better goa food amazing service great everything organized favorite dish would pasta would definitely love visit,5.0,2019-05-18 03:04:00,6.41
The Fisherman's Wharf,Sawan Suman,goan themed restaurant great picturesque view vastly spread great place chill around day price bit higher side ordered zafrani paneer tikka amritsari fish tikka butter garlic prawns starters fish tikka okayish paneer nice prawns delicious tried thai green chicken curry jasmine rice main course along butter garlic naan daal tadka paneer butter masala loved thao curry offer multiple options cocktails mocktails however prices bit high pocket best long island ice tea till date great experience,4.0,2019-05-16 15:04:00,8.940000000000001
The Fisherman's Wharf,JashwanthBoppana,family mainly ambiance appetizers amazing another main asset restaurant way presenting food,5.0,2019-05-16 12:41:00,5.91
The Fisherman's Wharf,Suvashri Dey,excellent ambience great food service starters desserts mocktails absolutely delicious main course average makes place star fine dining restaurant different sections open covered named goan beaches fresh catch section choose fishes crabs lobsters ask prepare,5.0,2019-05-15 02:15:00,7.58
The Fisherman's Wharf,Gautham Maheswaran,goan food best place good sister outlet goa mimicking goan ambience place breezy beautiful evening dining experience food great flavours brilliantly cooked juicy prawns coconut sambol like side tingle taste buds southern fish fry masala fried prawns delight great lighting courteous staff tried south indian fish curry rice probably best dishes made must try masala fried prawns kadhai jhinga mutton xacuti pinwheel delight mushrooms would give prawns,4.0,2019-05-14 08:44:00,8.51
The Fisherman's Wharf,Sagarika Roy,ambience really good food good especially starters delicious butter prawns best given great service mr naveen would definitely recommend place,5.0,2019-05-10 18:50:00,6.42
The Fisherman's Wharf,Mythreya Kommajoysula,one best places chill hyderabad long week hard work love place ambiance reminds goa food definitely yes love prawns sea food especially butter friend prawns prawn balchoa drinks added flavour would recommend nice evening check reservations hand first time went wait mins service great overall star rating,5.0,2019-05-10 01:35:00,8.04
The Fisherman's Wharf,Moge Basar,good nice sunday brunch buffet two inr worth deal say ambience also great get lot seating options would recommend,5.0,2019-05-08 23:17:00,6.13
The Fisherman's Wharf,CA Sai Sita Bommakanti,place makes feel like shore beautiful beach goa sipping favourite drink taking whole feeling designed make feel like vacation ticks right boxes foodie like different sections restaurants named various places goa making perfect place feel like vacation potato rechado spicy flavourful mushroom tonak mix veg foogath vegetable pulao main course enjoyed well place u want try goan cuisine,5.0,2019-05-08 18:20:00,8.85
The Fisherman's Wharf,Ravi Varma,perfect place corporate dine outs great time team dinner wide variety goan dishes food well beverages bit expensive ok private space good margarita lounge,5.0,2019-05-08 03:28:00,6.54
The Fisherman's Wharf,Abhishek Kolpuru,overpriced coming weekends make food tasty fish good flavor food ambience,3.0,2019-05-07 12:25:00,3.73
The Fisherman's Wharf,Anjali Lal,best place hyderabad ambience par class food nice service always nice love live music love love love crowd managed well,5.0,2019-05-05 13:19:00,6.1899999999999995
The Fisherman's Wharf,Harshet Agarwal,little goa place feel took goa jiffy great place chill friends colleagues seletion items menu epic pork beef seafood restaurant hyderabad wonderful go place hyderabad,4.0,2019-05-04 15:57:00,5.66
The Fisherman's Wharf,Amit Bikram Mohanty,good place dineout friends feltlikegoa awesome ambience sweet live music delicious food hangoutwithbesties location little bit outskirts worth visiting place staffs polite friendly provided good service us amustvisit,5.0,2019-05-04 01:03:00,7.16
The Fisherman's Wharf,Diandeh Nath,great food superb ambience must say never tested fresh prawns even goa tom yum soup must try soups fish choose roasted freshly tinkled test buds must visit place food lovers limited sea food sure visiting,5.0,2019-05-02 21:30:00,7.04
The Fisherman's Wharf,Anuraag715,nice place food cocktails great expensive side worth feel good factor great service team management,4.0,2019-05-02 19:35:00,4.99
The Fisherman's Wharf,Karthik Dheeraj,went team lunch lavish buffet like sea food grilled staters main course desserts staff friendly explained menu recipes thanks staff suggesting food according taste wonderful service given siraj ashish anoop srikanth thank guys vist like ambience interior,5.0,2019-05-02 14:59:00,7.54
The Fisherman's Wharf,Kiran Reddy,lovely location really vast place great ambience friendly courteous staff great sea food loved crispy calamari decently priced,4.0,2019-05-01 18:57:00,5.26
The Fisherman's Wharf,Madhav,costly tastes ok service people manners also zomato gold went going get free starter started treating cheaply warning never go zomato gold throw cheap looks treat cheaply,1.0,2019-04-30 15:58:00,2.7
The Fisherman's Wharf,Nilkanth C Patil,wonderful ambiance one must go places hyderabad good food however reduced one star coz stopped brewery serving draught beer,4.0,2019-04-29 13:53:00,5.23
The Fisherman's Wharf,Buddiga Sindhuri,ya started starter say ordered stuffed crab spicy thought spicy adding pepper salt gave taste around guess fish starter also good spicy yum many pieces given hotel famous sea food thought famous sea food asked lobster could able provide suggestion add varities sea food available india felt like limited edition varities available tummy full starters came devils chocolate cake oh gosh like heaven around hotel gave goa touch buffet everything live music cocktails mocktails available waiters also dressed theme beach good place take pictures also ambience food service cost resonable,5.0,2019-04-28 17:52:00,10.84
The Fisherman's Wharf,Priyambada Choudhury,one favorites terms seafood variety ambience snagged goa charm pretty perfectly loved prawn butter n garlic best love try bebinka definitely recommend revisit,5.0,2019-04-27 17:45:00,6.58
The Fisherman's Wharf,Monika Pandey,place really good n relaxing ambiance loved place food good worth giving try live music add,4.0,2019-04-27 09:36:00,4.91
The Fisherman's Wharf,Hyderabadisbest,went group lunch buffet place easy find entry option choose either ac outside heat went inside starters soup served table numerous starters good starters actually make full waiters friendly helpful asked multiple times starters repeated main course good huge spread best part desserts awesome next time would like go evening outdoor seating ambience,4.0,2019-04-27 09:12:00,7.49
The Fisherman's Wharf,Dan,great place seafood hyderabad goan style beautiful ambience lovely live music must visit place food lovers overall great experience visit service quick friendly,5.0,2019-04-27 02:28:00,6.6
The Fisherman's Wharf,Shivani Balmuri,bad,1.0,2019-04-25 22:41:00,1.03
The Fisherman's Wharf,Sourav Tripathy,ambience place amazing place usually away city sense calm wanted try seafood hyderabad guess best place available complaint buffet lune till friday options weekends usually limited,5.0,2019-04-25 10:28:00,6.8
The Fisherman's Wharf,Sohail,place couple times finally found time share review great ambience tasty food chicken delicious juicy one also try fries place would recommend people visit place best time click photos place would sunset time want hear good live music weekend best,4.0,2019-04-24 10:51:00,6.46
The Fisherman's Wharf,Chef Tiwari,beutifull indoor outdoor sitting delicious food ordered man chicken soup ok loose prwans good crispy chilly pork yummy service good,5.0,2019-04-23 04:52:00,6.3100000000000005
The Fisherman's Wharf,Abhishek Shanker,bad sunday lunch place might good evening ambiance afternoon inside closed ordinary rooms music chatter guests mood spoiler extremely slow service food tasty reason one could visit place,2.0,2019-04-22 22:01:00,3.8600000000000003
The Fisherman's Wharf,Rajat Bhatnagar,kind food good wrt al carte go famous dishes e g crispy chicken disappointment experimenting either dish day mark sometimes pricey regular visits,5.0,2019-04-22 19:07:00,6.45
The Fisherman's Wharf,Niharika Rayat,absolutely loved place highly recommended food delicious exotic hygienic tried lobster prawns red wine wanted try crabs kind wine available maybe keep menu items stock may get items listed ambiance beautiful live music great lightening parties nice dinner service satisfied prepare food like would like asking instructions waiters polite nice served us cake went birthday celebration pastry still nice gesture,5.0,2019-04-22 16:03:00,9.09
The Fisherman's Wharf,Yuvan Kumar,ambience tells everything place reminds goa must place dinner food tasty try goan delicacies,5.0,2019-04-21 19:29:00,5.92
The Fisherman's Wharf,Md Mudasser,waste money worst place nd waiter cooperative call nd ask bring starter zero star one worst experience ever,1.0,2019-04-21 16:49:00,2.0700000000000003
The Fisherman's Wharf,Rajen_6packfoodie,packfoodie goes fisherman wharf food main review ambience courtesy staff zomato gold experience reserve table expect get seat preference booked table seat preference outdoor seating issue lady attending us directly said booked indoor seating show details booking said outdoor seating reserved case guys please update page disappointed finally discussion decided sit upper floor good view since outdoor seating reserved even prior booking moving lets go food ambience entire olace goan vibe area huge lot space tables sections divided shack like structures named beaches goa drinks liit one best liits hyderabad lime mint juice also tasty food ordered beef chilly fry tenderness meat perfect spice level presentation worth price per size menu specialities lobsters prawns pomfret chose butter garlic tiger prawns presentation taste class apart spice balance fantastic comes worst zomato gold experience ordering woukd expect unlocked zomato gold means lowest priced dish complimentary beef chilly fry case since lower priced among two guy served us come bill another guy came saying give lower priced dish complementary per size menu included zomato gold means pay everything never mentioned anywhere neither informed us guy served us amd later camouflaged somewhere pay entire bill irrespective zomato gold unawareness staff later ordered one dish take away made complementary potion size value money looking olace sea food lover want goan ambience hyderabad thumbs peace,3.0,2019-04-21 10:40:00,17.71
The Fisherman's Wharf,Gaurav Gupta,went trip hyderabad place really huge best things place food variety drinks dessert fish price wise expensive food quantity great bit late still arranged proper food us,5.0,2019-04-20 23:20:00,6.68
The Fisherman's Wharf,Rajesh Raj,amazing place feel wow special pizza really yummy wich call classic mojito excellent music service everything overall excellent special thanks mr rahul politely enjo lunch,5.0,2019-04-20 23:02:00,6.71
The Fisherman's Wharf,Wagsman09,waiting since long visit place one fine breezy evening dinner great spacious open space sit chill long say great ambience sit relax near outer ring road space great customer service good food delicious must try sea food space fish food service amazing hygiene vfm worth visiting yes,4.0,2019-04-20 19:42:00,6.82
The Fisherman's Wharf,Venkateshwar Jayakanth,wary visit summer hot ventilated properly average food alcohol content drinks average ambiance good,2.0,2019-04-20 14:19:00,2.99
The Fisherman's Wharf,Yamini Natarajan,away city set perfect location beautifully lit essence goa lingers sea food lovers place amidst hills hyderabad tawa fry fish must try service fantastic music mostly great ambience hands winner good food along perfect mix cocktails goan style dishes would take taste buds literally goa special occasions like diwali holi also welcomed like home family friends fits good finding place weekend could time taking recommend pre book table,5.0,2019-04-18 19:25:00,9.34
The Fisherman's Wharf,Palak Jain,love goa place nostalgic sectons divided names places goa like panjim colva baga etc need give second thought ambience perfect date group good place corporate party friendly staff food awesome veg well nonveg must try chilli paneer nachos fried rice chilli chicken prawn alcohol mention menu available worry even beers cocktails try mojito cosmo mai tai sangria tried best,5.0,2019-04-17 00:26:00,8.72
The Fisherman's Wharf,Ravi Kumar,couple times nice ambience lots place sit courteous staff members wil want visit place food also nice think indian restaurants start asking spice requirements end getting spicy food,4.0,2019-04-14 22:43:00,5.8100000000000005
The Fisherman's Wharf,Abhijit Aachi,love sea food lot wide number animals eat great ambiance friendly staff non vegetarian enjoy place sure liquor prices goan prices,5.0,2019-04-14 01:38:00,6.29
The Fisherman's Wharf,Sruti Misra (Foodicted),fisherman wharf basically goan themed restaurant huge seating area outdoor seating facility well indoor seating arrangement also buffet area pub area rooftop area etc ambience beautiful coming food ordered steamed rice jeera rice zaffrani paneer tikka recommended dal fry chicken butter masala recommended mixed veg virgin mojito recommended ice gola wide range menu continental cuisine indian cuisine quality food amazing staffs cordial service fast price slightly higher side ambience service food price would recommend everyone visit place loved ones spend quality time pretty sure disappointed,5.0,2019-04-14 00:36:00,10.969999999999999
The Fisherman's Wharf,Syed Fayazuddin,place today team lunch third visit experience restaurant never opt buffet go la carte regret,5.0,2019-04-12 21:32:00,5.92
The Fisherman's Wharf,Srinivas Varma,food service ambience list long time checked well goan themed restaurant nailed whole decor coming food went pm much choice menu ordered fish fingers chicken starter turned good definitely try,4.0,2019-04-12 17:09:00,5.92
The Fisherman's Wharf,Faisal Mohammed,place open seating gives good airy feeling music good occupancy week day ordered catch day lobster pomfret fish ordinary lobster done well main course super prawns fried spicy full flavours star night chicken caphreal looked like palak paneer first distinct goan flavour spice higher side nice place would suggest stick menu avoid catch day,5.0,2019-04-11 02:28:00,8.4
The Fisherman's Wharf,Lopamudra Tripathy,become go place went sunday evening really good time delicious food band performing also nice ordered stuffed crab would say must try dish mouth melting main course goan prawn curry rice good also fresh catch counter select customize sea food,4.0,2019-04-10 21:53:00,6.42
The Fisherman's Wharf,Shovit Chowdhury,got awesome ambience must visit place sea food lovers live music adds elegance moments food quality amazing staffs polite kind,5.0,2019-04-10 21:05:00,6.26
The Fisherman's Wharf,Moonis Ahmed,went lunch friends given near place heard rave reviews decided give try lunchtime place patrons service good took outside seating ordered nachos platter chicken drums heaven tawa murg khatta pyaz kadhai chicken accompanied butter naan nachos crisp came delicious toppings salsa cream cheese chicken dishes delicious distinct taste chicken pieces quite chunky juicy really liked chicken drums heaven crunchy outer covering batter juicy inside overall dishes must try large menu varieties know coming back sure try signature fish prawns lobster fare ambiance service food value money,4.0,2019-04-07 23:18:00,9.809999999999999
The Fisherman's Wharf,Anubhav Mishra,dun bombard menu many things great hospitality tasty food makes place happening coming place ever,1.0,2019-04-07 14:34:00,1.97
The Fisherman's Wharf,Nawaz Mohammed,third visit restaurant surely im going huge restaurant spacious seating outdoor seating indoor seating bar area buffet area roof top area pretty huge place every bit restaurant amazing ambiance spot waiters dress code good service amazing perfect knowledge serving always ready help dinners hospitality awesome one washroom meh coming food tried many dishes like thai green curry butter garlic fried rice stuffed crab fish chips alfredo pasta cheez garlic bread order thai curry every time go comes rice creamy fresh reason gave star lack consistency tasted different three times tried good different consistency matters stuffed crab amazing overall must visit resturant expansive one worth visit sujest night times around good time go,4.0,2019-04-06 10:18:00,11.35
The Fisherman's Wharf,StomachFull/Fool,place good ambiance weird experience food menu drums heaven mentioned chicken wings served drumsticks instead upon enquiring respective guy tried convince us drum sticks drums heaven show menu explained difference crying loud said mistake menu went next u guys judge,3.0,2019-04-05 19:49:00,5.66
The Fisherman's Wharf,Gowtham Mahesh Balina,visited place thursday dinner buffet kindly try limited options starters choice spread really poor even selection alcohol basic service could much better buffet section drinks order need provided overall total disappointment food service ambience kindly try evening buffet bad,2.0,2019-04-04 23:40:00,4.76
The Fisherman's Wharf,Shashidhar Naidu,girlfriend weekend ambiance soulful bit expensive food good staff could professional girl enjoyed lot say hitting gachibowli road long ride stop,5.0,2019-04-04 17:04:00,6.4399999999999995
The Fisherman's Wharf,Asha Akunuri,place wednesday evening family dinner weekday also place crowded place spacious much talk ambience pretty simple service best ordered veg machow soup fisherman wharf special soup butter garlic prawns masala fried prawns fried fish badami broccoli goan prawn curry chicken wings egg fried rice curd rice tasted decently good except egg fried rice must try badami broccoli butter garlic prawns chef special soup tasted extremely delicious special mention curd rice,4.0,2019-04-04 11:40:00,8.620000000000001
The Fisherman's Wharf,Tathagat Verma,ambiance setup basically theme superb cordial staff efficient highlight course food try fried squid butter garlic prawns bit expensive worth music little top unpleasant times,4.0,2019-04-03 02:59:00,5.74
The Fisherman's Wharf,Gopinath Gunturu,food expectation friendly staff ambience really good live music soothing would definitely visit overall thumbs replicating goa experience,4.0,2019-04-01 11:48:00,5.37
The Fisherman's Wharf,Riyaz Ahmed,place good friend famlily good variety appetiser service freindly visit twise hotel also seafood verity superb dj also great experience nice thakk,4.0,2019-03-31 23:26:00,5.46
The Fisherman's Wharf,Siddu,situated end city spacious ambience makes us feel like goa theme restaurant like fisherman place number sea food items available select fish make prepare customisation way visited friend party ordered many items satisfied taste soup tasted bad prawns fish items much tasty potato starter good squats fish good ordered lemonade much great tasted,3.0,2019-03-31 00:32:00,6.4399999999999995
